@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
13434,'2022/03/16 22:48:47:859',8,4.185327,4.185327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13435,'2022/03/16 22:48:47:870',8,4.040194,4.040194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13436,'2022/03/16 22:48:47:881',8,3.956596,3.956596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13437,'2022/03/16 22:48:47:891',8,4.063725,4.063725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13438,'2022/03/16 22:48:47:902',8,3.975267,3.975267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13439,'2022/03/16 22:48:47:913',8,4.157992,4.157992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13440,'2022/03/16 22:48:47:924',8,3.79974,3.79974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13441,'2022/03/16 22:48:47:935',8,4.057481,4.057481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13442,'2022/03/16 22:48:47:946',8,4.130332,4.130332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13443,'2022/03/16 22:48:47:955',8,3.991276,3.991276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13444,'2022/03/16 22:48:47:967',8,4.061941,4.061941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13445,'2022/03/16 22:48:47:967',8,4.061941,4.061941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13446,'2022/03/16 22:48:47:987',8,4.229723,4.229723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13447,'2022/03/16 22:48:47:988',8,4.229723,4.229723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13448,'2022/03/16 22:48:47:998',8,4.161193,4.161193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13449,'2022/03/16 22:48:48:008',8,3.980134,3.980134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13450,'2022/03/16 22:48:48:019',8,4.112499,4.112499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13451,'2022/03/16 22:48:48:030',8,4.284311,4.284311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13452,'2022/03/16 22:48:48:041',8,4.297657,4.297657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13453,'2022/03/16 22:48:48:051',8,4.096886,4.096886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13454,'2022/03/16 22:48:48:062',8,4.115716,4.115716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13455,'2022/03/16 22:48:48:072',8,4.213054,4.213054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13456,'2022/03/16 22:48:48:083',8,4.108374,4.108374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13457,'2022/03/16 22:48:48:094',8,4.076127,4.076127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13458,'2022/03/16 22:48:48:104',8,3.988867,3.988867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13459,'2022/03/16 22:48:48:115',8,3.822421,3.822421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13460,'2022/03/16 22:48:48:126',8,4.229101,4.229101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13461,'2022/03/16 22:48:48:136',8,4.362699,4.362699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13462,'2022/03/16 22:48:48:148',8,3.931059,3.931059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13463,'2022/03/16 22:48:48:148',8,3.931059,3.931059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13464,'2022/03/16 22:48:48:158',8,3.90858,3.90858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13465,'2022/03/16 22:48:48:168',8,4.012717,4.012717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13466,'2022/03/16 22:48:48:179',8,4.11954,4.11954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13467,'2022/03/16 22:48:48:190',8,4.210578,4.210578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13468,'2022/03/16 22:48:48:200',8,4.382366,4.382366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13469,'2022/03/16 22:48:48:211',8,4.305482,4.305482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13470,'2022/03/16 22:48:48:222',8,4.121941,4.121941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13471,'2022/03/16 22:48:48:233',8,4.314196,4.314196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13472,'2022/03/16 22:48:48:243',8,4.222597,4.222597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13473,'2022/03/16 22:48:48:254',8,4.214425,4.214425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13474,'2022/03/16 22:48:48:266',8,4.157359,4.157359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13475,'2022/03/16 22:48:48:275',8,4.156421,4.156421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13476,'2022/03/16 22:48:48:287',8,4.354018,4.354018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13477,'2022/03/16 22:48:48:287',8,4.354018,4.354018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13478,'2022/03/16 22:48:48:308',8,4.283765,4.283765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13479,'2022/03/16 22:48:48:308',8,4.283765,4.283765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13480,'2022/03/16 22:48:48:318',8,4.295423,4.295423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13481,'2022/03/16 22:48:48:328',8,4.194412,4.194412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13482,'2022/03/16 22:48:48:339',8,4.191829,4.191829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13483,'2022/03/16 22:48:48:350',8,4.220304,4.220304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13484,'2022/03/16 22:48:48:361',8,4.199465,4.199465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13485,'2022/03/16 22:48:48:371',8,4.172137,4.172137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13486,'2022/03/16 22:48:48:382',8,4.15078,4.15078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13487,'2022/03/16 22:48:48:393',8,4.044899,4.044899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13488,'2022/03/16 22:48:48:403',8,3.839198,3.839198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13489,'2022/03/16 22:48:48:414',8,3.837521,3.837521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13490,'2022/03/16 22:48:48:424',8,3.750524,3.750524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13491,'2022/03/16 22:48:48:435',8,3.658178,3.658178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13492,'2022/03/16 22:48:48:446',8,3.927717,3.927717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13493,'2022/03/16 22:48:48:456',8,4.156154,4.156154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13494,'2022/03/16 22:48:48:468',8,4.052184,4.052184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13495,'2022/03/16 22:48:48:468',8,4.052184,4.052184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13496,'2022/03/16 22:48:48:478',8,4.092719,4.092719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13497,'2022/03/16 22:48:48:488',8,4.175788,4.175788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13498,'2022/03/16 22:48:48:500',8,4.271025,4.271025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13499,'2022/03/16 22:48:48:510',8,4.401885,4.401885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,'2022/03/16 22:48:48:520',8,4.21397,4.21397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13501,'2022/03/16 22:48:48:531',8,4.042747,4.042747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13502,'2022/03/16 22:48:48:542',8,4.250745,4.250745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13503,'2022/03/16 22:48:48:554',8,4.377355,4.377355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13504,'2022/03/16 22:48:48:575',8,4.175145,4.175145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13505,'2022/03/16 22:48:48:575',8,4.175145,4.175145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13506,'2022/03/16 22:48:48:588',8,4.326843,4.326843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13507,'2022/03/16 22:48:48:589',8,4.326843,4.326843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13508,'2022/03/16 22:48:48:606',8,4.082612,4.082612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13509,'2022/03/16 22:48:48:618',8,4.178025,4.178025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13510,'2022/03/16 22:48:48:618',8,4.178025,4.178025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13511,'2022/03/16 22:48:48:627',8,4.067565,4.067565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13512,'2022/03/16 22:48:48:638',8,3.992438,3.992438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13513,'2022/03/16 22:48:48:648',8,3.874321,3.874321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13514,'2022/03/16 22:48:48:659',8,4.035565,4.035565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13515,'2022/03/16 22:48:48:670',8,4.103344,4.103344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13516,'2022/03/16 22:48:48:681',8,3.970439,3.970439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13517,'2022/03/16 22:48:48:691',8,4.17857,4.17857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13518,'2022/03/16 22:48:48:701',8,4.090187,4.090187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13519,'2022/03/16 22:48:48:712',8,4.27319,4.27319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13520,'2022/03/16 22:48:48:723',8,4.320178,4.320178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13521,'2022/03/16 22:48:48:734',8,4.386762,4.386762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13522,'2022/03/16 22:48:48:744',8,4.203163,4.203163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13523,'2022/03/16 22:48:48:755',8,4.229395,4.229395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13524,'2022/03/16 22:48:48:767',8,4.364216,4.364216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13525,'2022/03/16 22:48:48:777',8,4.164816,4.164816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13526,'2022/03/16 22:48:48:787',8,4.295496,4.295496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13527,'2022/03/16 22:48:48:787',8,4.295496,4.295496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13528,'2022/03/16 22:48:48:799',8,4.452977,4.452977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13529,'2022/03/16 22:48:48:808',8,4.3401,4.3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13530,'2022/03/16 22:48:48:819',8,4.267382,4.267382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13531,'2022/03/16 22:48:48:830',8,4.113594,4.113594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13532,'2022/03/16 22:48:48:840',8,4.129436,4.129436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13533,'2022/03/16 22:48:48:851',8,4.345934,4.345934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13534,'2022/03/16 22:48:48:862',8,4.041863,4.041863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13535,'2022/03/16 22:48:48:872',8,4.037987,4.037987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13536,'2022/03/16 22:48:48:883',8,4.216343,4.216343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13537,'2022/03/16 22:48:48:894',8,4.286465,4.286465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13538,'2022/03/16 22:48:48:905',8,4.29019,4.29019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13539,'2022/03/16 22:48:48:924',8,4.339611,4.339611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13540,'2022/03/16 22:48:48:924',8,4.339611,4.339611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13541,'2022/03/16 22:48:48:928',8,4.344605,4.344605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13542,'2022/03/16 22:48:48:939',8,4.176643,4.176643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13543,'2022/03/16 22:48:48:950',8,4.179049,4.179049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13544,'2022/03/16 22:48:48:958',8,4.096686,4.096686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13545,'2022/03/16 22:48:48:969',8,4.181146,4.181146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13546,'2022/03/16 22:48:48:979',8,4.18092,4.18092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13547,'2022/03/16 22:48:48:990',8,4.193389,4.193389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13548,'2022/03/16 22:48:49:000',8,4.121798,4.121798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13549,'2022/03/16 22:48:49:011',8,4.198703,4.198703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13550,'2022/03/16 22:48:49:022',8,4.285666,4.285666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13551,'2022/03/16 22:48:49:032',8,4.197031,4.197031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13552,'2022/03/16 22:48:49:043',8,4.305889,4.305889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13553,'2022/03/16 22:48:49:053',8,4.162736,4.162736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13554,'2022/03/16 22:48:49:066',8,4.127004,4.127004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13555,'2022/03/16 22:48:49:075',8,4.203188,4.203188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13556,'2022/03/16 22:48:49:086',8,3.99229,3.99229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13557,'2022/03/16 22:48:49:097',8,3.871923,3.871923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13558,'2022/03/16 22:48:49:107',8,4.028897,4.028897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13559,'2022/03/16 22:48:49:107',8,4.028897,4.028897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13560,'2022/03/16 22:48:49:118',8,4.160515,4.160515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13561,'2022/03/16 22:48:49:128',8,4.006679,4.006679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13562,'2022/03/16 22:48:49:139',8,4.17075,4.17075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13563,'2022/03/16 22:48:49:150',8,4.168436,4.168436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13564,'2022/03/16 22:48:49:160',8,3.997711,3.997711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13565,'2022/03/16 22:48:49:171',8,4.248551,4.248551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13566,'2022/03/16 22:48:49:182',8,4.087079,4.087079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13567,'2022/03/16 22:48:49:192',8,3.899699,3.899699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13568,'2022/03/16 22:48:49:203',8,4.103292,4.103292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13569,'2022/03/16 22:48:49:215',8,4.080078,4.080078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13570,'2022/03/16 22:48:49:225',8,4.119249,4.119249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13571,'2022/03/16 22:48:49:239',8,4.271364,4.271364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13572,'2022/03/16 22:48:49:239',8,4.271364,4.271364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13573,'2022/03/16 22:48:49:256',8,3.844011,3.844011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13574,'2022/03/16 22:48:49:267',8,4.010862,4.010862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13575,'2022/03/16 22:48:49:278',8,4.098154,4.098154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13576,'2022/03/16 22:48:49:278',8,4.098154,4.098154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13577,'2022/03/16 22:48:49:288',8,4.107939,4.107939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13578,'2022/03/16 22:48:49:299',8,3.94639,3.94639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13579,'2022/03/16 22:48:49:310',8,4.135936,4.135936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13580,'2022/03/16 22:48:49:320',8,4.156113,4.156113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13581,'2022/03/16 22:48:49:331',8,3.999365,3.999365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13582,'2022/03/16 22:48:49:342',8,4.005877,4.005877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13583,'2022/03/16 22:48:49:352',8,4.175804,4.175804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13584,'2022/03/16 22:48:49:364',8,4.055342,4.055342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13585,'2022/03/16 22:48:49:374',8,4.150881,4.150881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586,'2022/03/16 22:48:49:384',8,4.06461,4.06461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13587,'2022/03/16 22:48:49:395',8,3.858774,3.858774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13588,'2022/03/16 22:48:49:406',8,3.976461,3.976461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13589,'2022/03/16 22:48:49:416',8,4.062064,4.062064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13590,'2022/03/16 22:48:49:427',8,3.58843,3.58843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13591,'2022/03/16 22:48:49:428',8,3.58843,3.58843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13592,'2022/03/16 22:48:49:438',8,3.900608,3.900608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13593,'2022/03/16 22:48:49:448',8,3.713324,3.713324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13594,'2022/03/16 22:48:49:459',8,4.056301,4.056301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13595,'2022/03/16 22:48:49:470',8,4.013154,4.013154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13596,'2022/03/16 22:48:49:480',8,4.091757,4.091757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13597,'2022/03/16 22:48:49:491',8,3.725852,3.725852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13598,'2022/03/16 22:48:49:502',8,4.018048,4.018048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13599,'2022/03/16 22:48:49:512',8,4.249464,4.249464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13600,'2022/03/16 22:48:49:523',8,4.092863,4.092863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13601,'2022/03/16 22:48:49:534',8,4.297708,4.297708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13602,'2022/03/16 22:48:49:546',8,4.200777,4.200777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13603,'2022/03/16 22:48:49:557',8,4.140586,4.140586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13604,'2022/03/16 22:48:49:569',8,4.213235,4.213235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13605,'2022/03/16 22:48:49:570',8,4.213235,4.213235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13606,'2022/03/16 22:48:49:577',8,3.971876,3.971876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13607,'2022/03/16 22:48:49:588',8,4.242698,4.242698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13608,'2022/03/16 22:48:49:599',8,4.196312,4.196312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13609,'2022/03/16 22:48:49:609',8,4.270861,4.270861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13610,'2022/03/16 22:48:49:619',8,4.061068,4.061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13611,'2022/03/16 22:48:49:629',8,4.117289,4.117289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13612,'2022/03/16 22:48:49:640',8,4.245193,4.245193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13613,'2022/03/16 22:48:49:651',8,4.181534,4.181534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13614,'2022/03/16 22:48:49:662',8,4.237178,4.237178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13615,'2022/03/16 22:48:49:672',8,4.075552,4.075552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13616,'2022/03/16 22:48:49:683',8,4.262083,4.262083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13617,'2022/03/16 22:48:49:694',8,4.201308,4.201308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13618,'2022/03/16 22:48:49:704',8,4.336925,4.336925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13619,'2022/03/16 22:48:49:715',8,4.270983,4.270983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13620,'2022/03/16 22:48:49:726',8,4.149478,4.149478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13621,'2022/03/16 22:48:49:736',8,4.33958,4.33958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13622,'2022/03/16 22:48:49:747',8,4.205097,4.205097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13623,'2022/03/16 22:48:49:748',8,4.205097,4.205097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13624,'2022/03/16 22:48:49:758',8,4.36544,4.36544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13625,'2022/03/16 22:48:49:768',8,4.378852,4.378852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13626,'2022/03/16 22:48:49:779',8,4.184137,4.184137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13627,'2022/03/16 22:48:49:790',8,4.226425,4.226425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13628,'2022/03/16 22:48:49:800',8,4.102316,4.102316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13629,'2022/03/16 22:48:49:811',8,4.164429,4.164429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13630,'2022/03/16 22:48:49:822',8,3.989446,3.989446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13631,'2022/03/16 22:48:49:832',8,4.099164,4.099164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13632,'2022/03/16 22:48:49:843',8,3.824095,3.824095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13633,'2022/03/16 22:48:49:854',8,4.053967,4.053967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13634,'2022/03/16 22:48:49:865',8,4.068249,4.068249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13635,'2022/03/16 22:48:49:876',8,4.000782,4.000782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13636,'2022/03/16 22:48:49:889',8,4.011063,4.011063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13637,'2022/03/16 22:48:49:889',8,4.011063,4.011063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13638,'2022/03/16 22:48:49:908',8,4.34721,4.34721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13639,'2022/03/16 22:48:49:908',8,4.34721,4.34721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13640,'2022/03/16 22:48:49:917',8,4.168324,4.168324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13641,'2022/03/16 22:48:49:928',8,4.084155,4.084155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13642,'2022/03/16 22:48:49:939',8,4.22762,4.22762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13643,'2022/03/16 22:48:49:950',8,4.176417,4.176417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13644,'2022/03/16 22:48:49:961',8,4.375474,4.375474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13645,'2022/03/16 22:48:49:971',8,4.207421,4.207421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13646,'2022/03/16 22:48:49:982',8,4.260324,4.260324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13647,'2022/03/16 22:48:49:993',8,4.132456,4.132456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13648,'2022/03/16 22:48:50:003',8,3.946076,3.946076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13649,'2022/03/16 22:48:50:014',8,4.182081,4.182081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13650,'2022/03/16 22:48:50:025',8,4.162211,4.162211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13651,'2022/03/16 22:48:50:035',8,4.134047,4.134047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13652,'2022/03/16 22:48:50:046',8,4.078456,4.078456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13653,'2022/03/16 22:48:50:057',8,4.009277,4.009277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13654,'2022/03/16 22:48:50:067',8,3.755858,3.755858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13655,'2022/03/16 22:48:50:067',8,3.755858,3.755858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13656,'2022/03/16 22:48:50:078',8,4.15981,4.15981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13657,'2022/03/16 22:48:50:088',8,4.127173,4.127173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
